FamilyID	Leocu<1>	Luden<2>	Nebri<3>	Thmac<4>	Mymur<5>	Gamor<6>	Ammel<7>	Asmec<8>	Asmes<9>	Trros<10>	Trtib<11>	Darer<12>	Sirhi<13>	Sigra<14>	Sians<15>	Ammex<16>	Plwal<17>	Prang<18>	Xetro<19>	Hosap<20>	Zoviv<21>	Tagut<22>	<23>	<24>	<25>	<26>	<27>	<28>	<29>	<30>	<31>	<32>	<33>	<34>	<35>	<36>	<37>	<38>	<39>	<40>	<41>	<42>	<43>
OG0002094	0.785687	0.661415	0.653378	0.653378	0.664195	0.675706	0.00653364	0.00262999	0.501753	0.557668	0.557668	0.579733	0.562351	0.556199	4.6377e-05	0.780156	0.208715	0.453898	0.620038	0.628533	0.615705	0.0657715	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.00982974	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002095	0.696016	0.137598	0.587919	0.129755	0.140342	0.151884	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.298162	0.522708	0.0965684	0.248745	5.69878e-23	0.000517365	0.000133641	N/A	0.218766	0.575741	0.566778	0.510975	0.502587	0.507235	0.0962275	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0192379	0.542888	0.79161	0.588765	0.000434225	0.546141
OG0002096	0.0467678	0.242999	0.00666202	0.0915868	0.664195	0.0271263	0.5	0.5	0.5	0.00229121	0.557668	0.00123702	0.576057	0.566264	0.566264	0.368855	0.368855	0.864784	0.620038	0.628533	0.615705	0.00313437	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.000332674	0.5	0.570872	0.591781	0.570715	3.96437e-05	0.0122857	0.537036	0.529238	0.0599117	0.6129	0.516881	0.519278
OG0002098	0.281893	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0633395	0.516805	0.5	0.5	0.032608	2.84046e-28	0.184197	0.0985596	0.5	0.5	0.5	N/A	0.582671	0.575741	0.098971	0.5	0.5	0.5	0.564903	0.0350836	0.5	0.537521	0.0736099	0.537432	0.527072	0.00734919	0.519059	0.514952	0.013512	0.0496458	0.0128066	0.5
OG0002105	0.281893	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.530187	0.530187	0.0633395	0.0251361	0.0180788	0.512077	1.56197e-06	1.48342e-10	0.00274492	0.566497	0.106316	0.0946504	0.563826	N/A	0.582671	0.575741	0.098971	0.5	0.5	0.5	0.564903	0.0350836	0.5	0.537521	0.549503	0.537432	0.527072	0.504903	0.519059	0.514952	2.90196e-07	0.704151	0.50855	0.509782
OG0002107	0.0467678	0.0187572	0.702698	0.702698	0.0482141	0.0560423	0.229167	0.501753	0.501753	0.0306307	0.557668	0.119679	0.532768	0.545763	0.0242813	0.780156	0.208715	0.795574	0.620038	0.193191	0.615705	0.17383	N/A	0.645442	0.634733	0.0689049	0.531857	0.507702	0.521237	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.551965	6.01689e-05	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002112	0.785687	0.711761	0.310523	0.702698	0.714859	0.72748	0.652304	0.502627	0.502627	0.557668	0.557668	0.579733	0.0338429	0.0689323	0.0242813	0.690381	0.274221	0.110501	0.620038	0.628533	0.563826	0.563826	N/A	0.645442	0.634733	0.0689049	0.531857	0.507702	0.521237	0.617457	0.545325	0.0900975	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.363512	0.532635	0.516881	0.0289187
OG0002114	0.696016	0.0486045	0.0456918	0.587919	0.140342	0.603244	0.587203	0.5	0.5	0.5	0.5	0.542542	0.516805	0.0180788	0.00607457	0.00259357	0.157729	0.913218	0.0985596	0.5	0.5	0.5	N/A	0.582671	0.575741	0.566778	0.510975	0.502587	0.507235	0.564903	0.523483	0.12776	0.537521	0.0736099	0.537432	0.527072	0.504903	0.519059	0.514952	2.90196e-07	0.143624	0.0128066	0.5
OG0002115	0.696016	0.661415	0.0915868	0.653378	0.664195	0.1083	0.701476	0.00262999	0.501753	0.582713	0.124785	0.61232	0.562351	0.0363643	0.566264	0.101704	0.690381	0.706453	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.306781	0.600568	0.627999	0.600358	0.0410964	0.00026108	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002117	0.785687	0.749556	0.0667673	0.177537	0.394986	0.416328	0.229167	0.501753	0.000878204	0.557668	0.0865307	0.119679	0.562351	0.545763	0.545763	0.690381	0.274221	0.706453	0.566497	0.571804	0.563826	0.0328585	N/A	0.0428793	0.634733	0.0112826	0.54179	0.510229	0.528013	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002126	0.281893	0.0974692	0.653378	0.653378	0.664195	0.675706	0.701476	0.501753	0.501753	0.124785	0.582713	0.169924	0.0422486	0.556199	0.556199	0.208715	0.0435282	0.110477	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.306781	0.600568	0.627999	0.600358	0.00425693	0.523809	0.519059	0.514952	0.0810443	0.56211	0.50855	0.509782
OG0002143	0.785687	0.0974692	0.0915868	0.230796	0.664195	0.264754	0.652304	0.000878204	0.501753	0.0865307	0.0306307	0.579733	0.562351	0.0689323	0.545763	0.780156	0.208715	0.228567	0.620038	0.628533	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002145	0.437453	0.00768362	0.653378	0.0915868	0.664195	0.675706	0.652304	0.000878204	0.501753	0.0458801	0.00160435	0.66613	0.576057	0.556199	0.556199	0.780156	0.0435282	0.795574	0.180367	0.628533	0.615705	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.0382026	0.627999	0.00803485	0.615429	0.523809	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002150	0.437453	0.661415	0.0915868	0.653378	0.664195	0.675706	0.652304	0.501753	0.501753	0.557668	0.557668	0.579733	0.576057	0.00242753	0.0848251	0.428363	0.780156	0.228567	0.620038	0.193191	0.615705	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	3.96437e-05	0.523809	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002151	0.437453	0.661415	0.0915868	0.230796	0.247225	0.264754	0.0193033	0.500878	0.500878	0.530187	0.530187	0.119679	0.532768	0.523718	0.523718	0.163168	0.163168	0.649966	0.663411	0.193191	0.0103022	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.227662	0.570872	0.137797	0.570715	0.551965	0.509735	0.537036	0.0150627	0.114436	0.634782	0.516881	0.519278
OG0002152	0.785687	0.00768362	0.653378	0.653378	0.664195	0.675706	0.652304	0.501753	0.501753	0.557668	0.557668	0.61232	0.562351	0.0689323	0.00155381	0.780156	0.428363	0.0165961	0.620038	0.628533	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.038111	0.0410964	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002153	0.437453	0.242999	0.653378	0.653378	0.0995379	0.264754	0.30858	0.502627	0.502627	0.582713	0.124785	0.169924	0.576057	0.566264	0.566264	0.101704	0.274221	0.706453	0.180367	0.628533	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.700343	0.600568	0.627999	0.600358	0.00425693	0.0122857	0.537036	0.529238	0.363512	0.532635	0.516881	0.519278
OG0002161	0.281893	0.00768362	0.0915868	0.00134561	0.664195	0.00978612	0.652304	0.000878204	0.501753	0.00924491	0.605561	0.00335321	0.0422486	0.556199	0.0303308	0.274221	0.101704	0.296016	0.566497	0.106316	0.000143152	0.0946504	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.0382026	0.0757388	0.600358	0.00425693	0.523809	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002164	0.696016	0.661415	0.653378	0.653378	0.247225	0.1083	0.13473	0.502627	0.00394038	0.557668	0.557668	0.61232	0.0338429	0.545763	0.0242813	0.0936231	0.780156	0.453898	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.700343	0.600568	0.193972	0.600358	0.0410964	0.519187	0.519059	0.514952	0.0810443	0.56211	0.50855	0.509782
OG0002165	0.437453	0.00160795	0.653378	0.230796	0.247225	0.264754	0.701476	0.501753	0.501753	0.582713	0.0458801	0.0103115	0.0721206	0.0182195	0.534941	0.208715	0.780156	0.228567	0.620038	0.193191	0.00313437	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.306781	0.600568	0.627999	0.600358	0.574874	0.514496	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002169	0.785687	0.0221359	0.653378	0.653378	0.664195	0.675706	0.0908118	0.501753	0.501753	0.557668	0.557668	0.579733	0.562351	0.00155381	0.0689323	0.690381	0.274221	0.110501	0.620038	0.628533	0.0657715	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.363512	0.532635	0.516881	0.519278
OG0002171	0.696016	0.0974692	0.0915868	0.653378	0.664195	0.675706	0.701476	0.501753	0.00262999	0.124785	0.582713	0.640938	0.601493	0.115139	0.0423787	0.274221	0.690381	0.296016	0.0985596	0.571804	0.0946504	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.306781	0.600568	0.627999	0.0570421	0.000261387	0.532853	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002174	0.696016	0.661415	0.653378	0.653378	0.664195	0.675706	0.652304	3.88325e-07	0.501753	0.582713	0.582713	0.688361	0.589092	0.566264	0.00347327	0.690381	0.274221	0.706453	0.566497	0.571804	0.563826	0.0946504	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.0382026	0.627999	0.000302744	0.633378	0.528364	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002175	0.437453	0.242999	0.653378	0.653378	0.664195	0.1083	0.652304	0.501753	0.501753	0.557668	0.557668	0.61232	0.562351	0.0242813	0.545763	0.428363	0.0131341	0.228567	0.0686061	0.193191	0.00313437	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.038111	0.0410964	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002179	0.785687	0.711761	0.702698	0.702698	0.714859	0.72748	0.652304	0.501753	0.501753	0.557668	0.0865307	0.579733	0.562351	0.0242813	0.0689323	0.428363	0.208715	0.453898	0.620038	0.00412765	0.615705	0.0657715	N/A	0.645442	0.634733	0.0689049	0.531857	0.507702	0.521237	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002181	0.696016	0.242999	0.653378	0.0196237	0.664195	0.264754	0.229167	0.501753	0.501753	0.0610043	0.605561	0.00631447	0.601493	0.0483707	0.585343	0.274221	0.690381	0.296016	0.0985596	0.5	0.5	0.5	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.00354433	0.659128	0.626804	0.000261387	0.0171941	0.519059	0.514952	0.652825	0.532635	0.0128066	0.5
OG0002184	0.437453	0.0974692	0.653378	0.653378	0.247225	0.264754	0.00106371	0.503497	0.503497	0.0458801	0.124785	0.61232	0.0338429	0.0242813	0.545763	0.690381	0.690381	0.706453	0.180367	0.0742592	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.133691	0.600568	0.627999	0.600358	0.0410964	0.519187	0.537036	0.529238	0.363512	0.532635	0.516881	0.519278
OG0002193	0.696016	0.137598	0.587919	0.587919	0.595237	0.603244	5.69604e-26	0.500878	0.00131654	0.530187	0.530187	0.542542	0.532768	0.523718	0.523718	0.428363	0.208715	0.795574	0.0342708	0.571804	0.563826	0.563826	N/A	0.582671	0.575741	0.566778	0.510975	0.502587	0.507235	0.564903	0.523483	0.586543	0.537521	0.549503	0.537432	0.0137139	0.509735	0.519059	0.514952	0.0810443	0.56211	0.50855	0.509782
OG0002196	0.696016	0.0974692	0.653378	0.653378	0.664195	0.675706	0.229167	0.0013173	0.502627	0.557668	0.557668	0.579733	0.0422486	0.0303308	0.0848251	0.101704	0.690381	0.706453	0.0342708	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.0900975	0.570872	0.591781	0.570715	3.96437e-05	0.523809	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002198	0.785687	0.324975	0.702698	0.702698	0.714859	0.72748	0.652304	0.502627	0.502627	0.557668	0.557668	0.579733	0.576057	0.566264	0.566264	0.274221	0.274221	0.706453	0.566497	0.106316	0.563826	0.563826	N/A	0.0428793	0.634733	0.0689049	0.531857	0.507702	0.521237	0.617457	0.545325	0.0900975	0.570872	0.591781	0.570715	3.96437e-05	0.0122857	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002199	0.281893	0.661415	0.041501	0.135856	0.664195	0.675706	0.30858	0.502627	0.502627	0.0458801	0.582713	0.169924	0.562351	0.0242813	0.0689323	0.101704	0.274221	0.706453	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.00726049	0.0669139	0.565653	0.700343	0.600568	0.627999	0.600358	0.0410964	0.519187	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002201	0.215614	0.661415	0.653378	0.653378	0.664195	0.1083	0.0908118	0.00262999	0.501753	0.557668	0.557668	0.119679	0.0338429	0.545763	0.0242813	0.780156	0.428363	0.795574	0.180367	0.628533	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002202	0.785687	0.661415	0.653378	0.653378	0.664195	0.675706	0.652304	0.00262999	0.501753	0.557668	0.557668	0.579733	0.0338429	0.00155381	0.0689323	0.208715	0.428363	0.795574	0.620038	0.628533	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002209	0.696016	0.242999	0.653378	0.653378	0.664195	0.675706	0.0193033	0.501753	0.501753	0.557668	0.557668	0.61232	0.0422486	0.0848251	0.556199	0.780156	0.208715	0.795574	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.038111	0.00425693	0.523809	0.519059	0.514952	0.0810443	0.56211	0.50855	0.509782
OG0002214	0.437453	0.0974692	0.653378	0.0915868	0.664195	0.675706	0.0908118	0.501753	0.501753	0.557668	0.557668	0.61232	0.562351	0.00155381	0.545763	0.780156	0.0435282	0.795574	0.180367	0.628533	0.615705	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.038111	0.0410964	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002218	0.437453	0.661415	0.653378	0.653378	0.0995379	0.675706	0.652304	0.0013173	0.502627	0.0306307	0.557668	0.579733	0.562351	0.0689323	0.545763	0.780156	0.0435282	0.795574	0.620038	0.628533	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.0900975	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002219	0.437453	0.661415	0.653378	0.653378	0.664195	0.675706	0.229167	0.501753	0.501753	0.557668	0.557668	0.61232	0.0422486	0.0848251	0.556199	0.0936231	0.0435282	0.228567	0.180367	0.628533	0.615705	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.038111	0.00425693	0.523809	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002225	0.785687	0.0221359	0.653378	0.653378	0.247225	0.1083	0.652304	0.00262999	0.501753	0.557668	0.0865307	0.579733	0.562351	0.545763	0.545763	0.16299	0.0836415	0.0965684	0.620038	0.106316	0.563826	0.563826	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.164149	0.588765	0.0253226	0.509782
OG0002231	0.785687	0.0974692	0.653378	0.653378	0.664195	0.675706	0.652304	0.501753	0.501753	0.0306307	0.557668	0.579733	0.562351	2.40066e-05	0.0689323	0.428363	0.428363	0.795574	0.620038	0.628533	0.615705	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002233	0.785687	0.661415	0.653378	0.653378	0.664195	0.675706	0.652304	0.501753	0.501753	0.557668	0.0865307	0.119679	0.562351	0.0242813	0.0689323	0.208715	0.780156	0.795574	0.620038	0.0742592	0.0103022	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002238	0.785687	0.0974692	0.653378	0.653378	0.664195	0.264754	0.652304	0.501753	0.501753	0.557668	0.557668	0.579733	0.576057	0.00242753	0.0848251	0.780156	0.780156	0.228567	0.566497	0.571804	0.563826	0.563826	N/A	0.0428793	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	3.96437e-05	0.523809	0.519059	0.514952	0.0810443	0.56211	0.50855	0.509782
OG0002239	0.696016	0.593337	3.29709e-06	0.587919	0.595237	0.0539523	0.587203	0.500878	0.500878	0.582713	0.0458801	0.66613	0.589092	0.00347327	0.566264	0.690381	0.690381	0.706453	0.0985596	0.106316	0.563826	0.0946504	N/A	0.582671	0.575741	0.566778	0.510975	0.502587	0.507235	0.564903	0.523483	0.586543	0.000730548	0.627999	0.00803485	0.0681206	0.528364	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002240	0.437453	0.0221359	0.0915868	0.653378	0.664195	0.675706	0.0908118	0.501753	0.501753	0.557668	0.557668	0.579733	0.547935	1.04408e-05	0.534941	0.780156	0.0435282	0.795574	0.620038	0.628533	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.0274294	0.514496	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002241	0.437453	0.661415	0.653378	0.653378	0.664195	0.675706	0.652304	0.501753	0.000878204	0.557668	0.0865307	0.640938	0.562351	0.0689323	0.545763	0.780156	0.428363	0.795574	0.000584742	0.193191	0.615705	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.0035276	0.595976	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002242	0.785687	0.242999	0.653378	0.653378	0.664195	0.264754	0.652304	0.501753	0.00262999	0.530187	0.530187	0.119679	0.532768	0.523718	0.523718	0.522708	0.522708	0.0965684	4.94755e-12	0.628533	0.00313437	0.615705	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.137797	0.570715	0.551965	0.509735	0.537036	0.0150627	0.79161	0.588765	0.516881	0.519278
OG0002243	0.785687	0.242999	0.653378	0.653378	0.664195	0.675706	0.701476	0.00394038	0.502627	0.582713	0.124785	0.640938	0.576057	0.556199	0.0303308	0.690381	0.690381	0.110501	0.0985596	0.571804	0.563826	0.563826	N/A	0.0428793	0.634733	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.700343	0.600568	0.627999	0.0570421	0.0546721	0.523809	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002244	0.696016	0.0221359	0.653378	0.653378	0.664195	0.675706	0.652304	0.000878204	0.501753	0.582713	0.582713	0.169924	0.0338429	0.545763	0.0242813	0.101704	0.690381	0.110501	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.0382026	0.627999	0.600358	0.0410964	0.519187	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002245	0.696016	0.0221359	0.653378	0.0196237	0.664195	0.675706	0.701476	0.501753	0.501753	0.124785	0.00527276	0.169924	0.562351	0.0242813	0.545763	0.690381	0.274221	0.110501	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.306781	0.600568	0.627999	0.600358	0.0410964	0.519187	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002248	0.785687	0.711761	0.135856	0.702698	0.714859	0.72748	0.652304	0.501753	0.501753	0.557668	0.557668	0.119679	0.562351	0.0242813	0.0689323	0.428363	0.0435282	0.228567	0.180367	0.628533	0.17383	0.615705	N/A	0.645442	0.634733	0.0689049	0.531857	0.507702	0.521237	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002250	0.104794	0.593337	0.0456918	0.587919	0.595237	0.603244	0.229167	0.501753	0.501753	0.582713	0.0458801	0.61232	0.576057	0.0363643	0.566264	0.00461784	0.690381	0.706453	0.566497	0.571804	0.563826	0.563826	N/A	0.582671	0.575741	0.566778	0.510975	0.502587	0.507235	0.0334278	0.545325	0.651312	0.0382026	0.627999	0.600358	0.00425693	0.0122857	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
OG0002257	0.437453	0.661415	0.653378	0.653378	0.664195	0.264754	0.0908118	0.501753	0.501753	0.0306307	0.557668	0.579733	0.0338429	0.0242813	0.0689323	0.0936231	0.428363	0.795574	0.620038	0.628533	0.615705	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.00184167	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002259	0.785687	0.661415	0.653378	0.653378	0.00806286	0.675706	0.652304	0.501753	0.501753	0.557668	0.557668	0.0177504	0.562351	0.000462122	0.545763	0.780156	0.428363	0.795574	0.620038	0.628533	0.0657715	0.0657715	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.0035276	0.595976	0.519187	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002261	0.437453	0.661415	0.0915868	0.653378	0.0995379	0.1083	0.652304	0.00262999	0.501753	0.124785	0.582713	2.32536e-05	0.547935	0.534941	0.534941	0.690381	0.690381	0.706453	0.0686061	0.193191	0.0657715	0.17383	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.0382026	0.627999	0.600358	0.574874	0.514496	0.537036	0.529238	0.363512	0.532635	0.516881	0.519278
OG0002271	0.0467678	0.324975	0.310523	0.702698	0.147382	0.160014	0.652304	0.501753	0.501753	0.0865307	0.557668	0.579733	0.0254049	0.000234897	0.534941	0.208715	0.780156	0.228567	0.620038	0.0742592	0.615705	0.615705	N/A	0.645442	0.634733	0.0689049	0.531857	0.507702	0.521237	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.0274294	0.514496	0.537036	0.529238	0.739638	0.56211	0.516881	0.519278
OG0002272	0.696016	0.137598	0.587919	0.587919	0.595237	0.151884	0.5	0.5	0.5	0.530187	0.015314	0.5	0.5	0.5	0.5	0.0886859	0.725489	0.159331	0.00633674	0.571804	0.563826	0.563826	N/A	0.582671	0.575741	0.566778	0.510975	0.502587	0.507235	0.564903	0.0350836	0.5	0.537521	0.549503	0.0557844	0.5	0.5	0.519059	2.57547e-08	0.0119766	0.704151	0.50855	0.509782
OG0002274	0.0993624	0.0974692	0.653378	0.653378	0.0995379	0.675706	0.00653364	0.00262999	0.501753	0.0306307	0.557668	0.579733	0.049157	0.523718	0.523718	0.368855	0.368855	0.607709	0.0686061	0.193191	0.0657715	0.00313437	N/A	0.645442	0.634733	0.620492	0.521589	0.505155	0.514312	0.617457	0.545325	0.651312	0.570872	0.591781	0.570715	0.551965	0.509735	0.537036	0.529238	0.0599117	0.6129	0.516881	0.519278
OG0002276	0.696016	0.0486285	0.769466	0.0135202	1.20634e-06	0.765201	0.5	0.5	0.5	0.530187	0.0450455	0.542542	0.547935	0.534941	0.0182195	0.274221	0.274221	0.00141185	0.0985596	0.5	0.5	0.5	N/A	0.582671	0.575741	0.000164683	0.0220555	0.512738	0.534643	0.564903	0.0350836	0.5	0.537521	0.549503	0.537432	0.000376423	0.514496	0.519059	0.514952	0.652825	0.532635	0.0128066	0.5
OG0002282	0.696016	0.661415	0.653378	0.0196237	0.664195	0.675706	0.00362469	0.00394038	0.502627	0.00527276	0.124785	0.0649415	0.0721206	0.0525237	0.000862749	0.690381	0.690381	0.025833	0.566497	0.5	0.5	0.5	N/A	0.582671	0.0391797	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.700343	0.600568	0.627999	0.600358	0.574874	0.514496	0.519059	0.514952	0.652825	0.532635	0.0128066	0.5
OG0002289	0.281893	0.5	0.5	0.5	0.5	0.5	0.587203	0.500878	0.00131654	0.530187	0.0450455	0.0633395	0.0251361	0.512077	0.0180788	0.000103579	1.72472e-18	0.495504	0.0985596	0.5	0.5	0.5	N/A	0.582671	0.575741	0.098971	0.5	0.5	0.5	0.564903	0.523483	0.586543	0.537521	0.549503	0.537432	0.527072	0.504903	0.519059	0.514952	6.26188e-05	0.654649	0.0128066	0.5
OG0002291	0.785687	0.0974692	0.0915868	0.653378	0.664195	0.675706	0.30858	0.502627	0.502627	0.0458801	0.124785	0.640938	0.0338429	0.0242813	0.0689323	0.690381	0.690381	0.706453	0.566497	0.106316	0.563826	0.0946504	N/A	0.0428793	0.634733	0.620492	0.521589	0.505155	0.514312	0.0669139	0.565653	0.700343	0.600568	0.627999	0.0570421	0.595976	0.519187	0.519059	0.514952	0.652825	0.532635	0.50855	0.509782
