FamilyID,pvalue,cave.ratio,surface.ratio,DIFF,significant
OG0019864,0.064935065,0.5,0,0.5,no
OG0019905,0.064935065,0.5,0,0.5,no
OG0019994,0.064935065,0.5,0,0.5,no
OG0019996,0.064935065,0.5,0,0.5,no
OG0020027,0.064935065,0.5,0,0.5,no
OG0020636,0.064935065,0.5,0,0.5,no
OG0020781,0.064935065,0.5,0,0.5,no
OG0020831,0.064935065,0.5,0,0.5,no
OG0020834,0.064935065,0.5,0,0.5,no
OG0020896,0.064935065,0.5,0,0.5,no
OG0020927,0.064935065,0.5,0,0.5,no
OG0020942,0.064935065,0.5,0,0.5,no
OG0020970,0.064935065,0.5,0,0.5,no
OG0020974,0.064935065,0.5,0,0.5,no
OG0020982,0.064935065,0.5,0,0.5,no
OG0020987,0.064935065,0.5,0,0.5,no
OG0020997,0.064935065,0.5,0,0.5,no
OG0021037,0.064935065,0.5,0,0.5,no
OG0021039,0.064935065,0.5,0,0.5,no
OG0021043,0.064935065,0.5,0,0.5,no
OG0021050,0.064935065,0.5,0,0.5,no
OG0021071,0.064935065,0.5,0,0.5,no
OG0021076,0.064935065,0.5,0,0.5,no
OG0021105,0.064935065,0.5,0,0.5,no
OG0021139,0.064935065,0.5,0,0.5,no
OG0021147,0.064935065,0.5,0,0.5,no
OG0021254,0.064935065,0.5,0,0.5,no
OG0021366,0.064935065,0.5,0,0.5,no
OG0021369,0.064935065,0.5,0,0.5,no
OG0021381,0.064935065,0.5,0,0.5,no
OG0021388,0.064935065,0.5,0,0.5,no
OG0021407,0.064935065,0.5,0,0.5,no
OG0021428,0.064935065,0.5,0,0.5,no
OG0021443,0.064935065,0.5,0,0.5,no
OG0021685,0.064935065,0.5,0,0.5,no
OG0022139,0.064935065,0.5,0,0.5,no
OG0022362,0.064935065,0.5,0,0.5,no
OG0022380,0.064935065,0.5,0,0.5,no
OG0022440,0.064935065,0.5,0,0.5,no
OG0022576,0.064935065,0.5,0,0.5,no
OG0022654,0.064935065,0.5,0,0.5,no
OG0022700,0.064935065,0.5,0,0.5,no
OG0022748,0.064935065,0.5,0,0.5,no
OG0022753,0.064935065,0.5,0,0.5,no
OG0022778,0.064935065,0.5,0,0.5,no
OG0022790,0.064935065,0.5,0,0.5,no
OG0022794,0.064935065,0.5,0,0.5,no
OG0022819,0.064935065,0.5,0,0.5,no
OG0022837,0.064935065,0.5,0,0.5,no
OG0022871,0.064935065,0.5,0,0.5,no
OG0022878,0.064935065,0.5,0,0.5,no
OG0022899,0.064935065,0.5,0,0.5,no
OG0022909,0.064935065,0.5,0,0.5,no
OG0022979,0.064935065,0.5,0,0.5,no
OG0022987,0.064935065,0.5,0,0.5,no
OG0023034,0.064935065,0.5,0,0.5,no
OG0023038,0.064935065,0.5,0,0.5,no
OG0023056,0.064935065,0.5,0,0.5,no
OG0023063,0.064935065,0.5,0,0.5,no
OG0023064,0.064935065,0.5,0,0.5,no
