FamilyID,pvalue,cave.ratio,surface.ratio,DIFF,significant
OG0002941,1,0,0,0.0,no
OG0002942,1,0,0,0.0,no
OG0002943,1,0,0,0.0,no
OG0002944,1,0,0,0.0,no
OG0002945,1,0,0,0.0,no
OG0002946,1,0,0,0.0,no
OG0002947,1,0,0,0.0,no
OG0002948,1,0,0,0.0,no
OG0002950,1,0,0,0.0,no
OG0002951,1,0,0,0.0,no
OG0002952,1,0,0,0.0,no
OG0002954,1,0,0,0.0,no
OG0002958,1,0,0,0.0,no
OG0002959,1,0,0,0.0,no
OG0002960,1,0,0,0.0,no
OG0002961,1,0,0,0.0,no
OG0002962,1,0,0,0.0,no
OG0002963,1,0,0,0.0,no
OG0002964,1,0,0,0.0,no
OG0002965,1,0,0,0.0,no
OG0002966,1,0,0,0.0,no
OG0002968,1,0,0,0.0,no
OG0002969,1,0,0,0.0,no
OG0002970,1,0,0,0.0,no
OG0002971,1,0,0,0.0,no
OG0002972,1,0,0,0.0,no
OG0002973,1,0,0,0.0,no
OG0002974,1,0,0,0.0,no
OG0002975,1,0,0,0.0,no
OG0002976,1,0,0,0.0,no
OG0002977,1,0,0,0.0,no
OG0002978,1,0,0,0.0,no
OG0002979,1,0,0,0.0,no
OG0002980,1,0,0,0.0,no
OG0002981,1,0,0,0.0,no
OG0002982,1,0,0,0.0,no
OG0002984,1,0,0,0.0,no
OG0002986,1,0,0,0.0,no
OG0002999,1,0,0,0.0,no
OG0003000,1,0,0,0.0,no
OG0003002,1,0,0,0.0,no
OG0003003,1,0,0,0.0,no
OG0003004,1,0,0,0.0,no
OG0003005,1,0,0,0.0,no
OG0003006,1,0,0,0.0,no
OG0003007,1,0,0,0.0,no
OG0003008,1,0,0,0.0,no
OG0003009,1,0,0,0.0,no
OG0003010,1,0,0,0.0,no
OG0003012,1,0,0,0.0,no
OG0003013,1,0,0,0.0,no
OG0003014,1,0,0,0.0,no
OG0003015,1,0,0,0.0,no
OG0003016,1,0,0,0.0,no
OG0003017,1,0,0,0.0,no
OG0003019,1,0,0,0.0,no
OG0003020,1,0,0,0.0,no
OG0003021,1,0,0,0.0,no
OG0003022,1,0,0,0.0,no
OG0003023,1,0,0,0.0,no
OG0003024,1,0,0,0.0,no
OG0003025,1,0,0,0.0,no
OG0003026,1,0,0,0.0,no
OG0003027,1,0,0,0.0,no
OG0003028,1,0,0,0.0,no
OG0003029,1,0,0,0.0,no
OG0003030,1,0,0,0.0,no
OG0003031,1,0,0,0.0,no
OG0003032,1,0,0,0.0,no
OG0003033,1,0,0,0.0,no
OG0003034,1,0,0,0.0,no
OG0003035,1,0,0,0.0,no
OG0003036,1,0,0,0.0,no
OG0003037,1,0,0,0.0,no
OG0003038,1,0,0,0.0,no
OG0003039,1,0,0,0.0,no
OG0003040,1,0,0,0.0,no
OG0003041,1,0,0,0.0,no
OG0003042,1,0,0,0.0,no
OG0003043,1,0,0,0.0,no
OG0003044,1,0,0,0.0,no
OG0003045,1,0,0,0.0,no
OG0003046,1,0,0,0.0,no
OG0003047,1,0,0,0.0,no
OG0003048,1,0,0,0.0,no
OG0003049,1,0,0,0.0,no
OG0003051,1,0,0,0.0,no
OG0003052,1,0,0,0.0,no
OG0003053,1,0,0,0.0,no
OG0003054,1,0,0,0.0,no
OG0003055,1,0,0,0.0,no
OG0003057,1,0,0,0.0,no
OG0003058,1,0,0,0.0,no
OG0003059,1,0,0,0.0,no
OG0003060,1,0,0,0.0,no
OG0003061,1,0,0,0.0,no
OG0003062,1,0,0,0.0,no
OG0003063,1,0,0,0.0,no
OG0003064,1,0,0,0.0,no
OG0003065,1,0,0,0.0,no
OG0003066,1,0,0,0.0,no
OG0003067,1,0,0,0.0,no
OG0003068,1,0,0,0.0,no
OG0003070,1,0,0,0.0,no
OG0003071,1,0,0,0.0,no
OG0003072,1,0,0,0.0,no
OG0003073,1,0,0,0.0,no
OG0003074,1,0,0,0.0,no
OG0003075,1,0,0,0.0,no
OG0003076,1,0,0,0.0,no
OG0003077,1,0,0,0.0,no
OG0003078,1,0,0,0.0,no
OG0003079,1,0,0,0.0,no
OG0003080,1,0,0,0.0,no
OG0003081,1,0,0,0.0,no
OG0003082,1,0,0,0.0,no
OG0003083,1,0,0,0.0,no
OG0003084,1,0,0,0.0,no
OG0003085,1,0,0,0.0,no
OG0003086,1,0,0,0.0,no
OG0003087,1,0,0,0.0,no
OG0003088,1,0,0,0.0,no
OG0003089,1,0,0,0.0,no
OG0003090,1,0,0,0.0,no
OG0003091,1,0,0,0.0,no
OG0003092,1,0,0,0.0,no
OG0003094,1,0,0,0.0,no
OG0003095,1,0,0,0.0,no
OG0003096,1,0,0,0.0,no
OG0003097,1,0,0,0.0,no
OG0003098,1,0,0,0.0,no
OG0003099,1,0,0,0.0,no
OG0003100,1,0,0,0.0,no
OG0003101,1,0,0,0.0,no
OG0003102,1,0,0,0.0,no
OG0003103,1,0,0,0.0,no
OG0003104,1,0,0,0.0,no
OG0003105,1,0,0,0.0,no
OG0003106,1,0,0,0.0,no
OG0003107,1,0,0,0.0,no
OG0003108,1,0,0,0.0,no
OG0003109,1,0,0,0.0,no
OG0003110,1,0,0,0.0,no
OG0003111,1,0,0,0.0,no
OG0003113,1,0,0,0.0,no
OG0003114,1,0,0,0.0,no
OG0003115,1,0,0,0.0,no
OG0003116,1,0,0,0.0,no
OG0003117,1,0,0,0.0,no
OG0003118,1,0,0,0.0,no
OG0003119,1,0,0,0.0,no
OG0003120,1,0,0,0.0,no
OG0003121,1,0,0,0.0,no
OG0003122,1,0,0,0.0,no
OG0003123,1,0,0,0.0,no
OG0003124,1,0,0,0.0,no
OG0003125,1,0,0,0.0,no
OG0003126,1,0,0,0.0,no
OG0003128,1,0,0,0.0,no
OG0003129,1,0,0,0.0,no
OG0003130,1,0,0,0.0,no
OG0003131,1,0,0,0.0,no
OG0003132,1,0,0,0.0,no
OG0003133,1,0,0,0.0,no
OG0003135,1,0,0,0.0,no
OG0003136,1,0,0,0.0,no
OG0003137,1,0,0,0.0,no
OG0003138,1,0,0,0.0,no
OG0003139,1,0,0,0.0,no
OG0003140,1,0,0,0.0,no
OG0003141,1,0,0,0.0,no
OG0003142,1,0,0,0.0,no
OG0003144,1,0,0,0.0,no
OG0003145,1,0,0,0.0,no
OG0003146,1,0,0,0.0,no
OG0003147,1,0,0,0.0,no
OG0003148,1,0,0,0.0,no
OG0003150,1,0,0,0.0,no
OG0003151,1,0,0,0.0,no
OG0003153,1,0,0,0.0,no
OG0003164,1,0,0,0.0,no
OG0003165,1,0,0,0.0,no
OG0003166,1,0,0,0.0,no
OG0003167,1,0,0,0.0,no
OG0003168,1,0,0,0.0,no
OG0003171,1,0,0,0.0,no
OG0003172,1,0,0,0.0,no
OG0003173,1,0,0,0.0,no
OG0003174,1,0,0,0.0,no
OG0003175,1,0,0,0.0,no
OG0003176,1,0,0,0.0,no
OG0003177,1,0,0,0.0,no
OG0003178,1,0,0,0.0,no
OG0003179,1,0,0,0.0,no
OG0003180,1,0,0,0.0,no
OG0003181,1,0,0,0.0,no
OG0003182,1,0,0,0.0,no
OG0003183,1,0,0,0.0,no
OG0003184,1,0,0,0.0,no
OG0003185,1,0,0,0.0,no
OG0003186,1,0,0,0.0,no
OG0003187,1,0,0,0.0,no
OG0003188,1,0,0,0.0,no
OG0003189,1,0,0,0.0,no
OG0003190,1,0,0,0.0,no
OG0003191,1,0,0,0.0,no
OG0003192,1,0,0,0.0,no
OG0003193,1,0,0,0.0,no
OG0003194,1,0,0,0.0,no
OG0003195,1,0,0,0.0,no
OG0003196,1,0,0,0.0,no
OG0003197,1,0,0,0.0,no
OG0003200,1,0,0,0.0,no
OG0003201,1,0,0,0.0,no
OG0003202,1,0,0,0.0,no
OG0003204,1,0,0,0.0,no
OG0003205,1,0,0,0.0,no
OG0003206,1,0,0,0.0,no
OG0003207,1,0,0,0.0,no
OG0003208,1,0,0,0.0,no
OG0003210,1,0,0,0.0,no
OG0003211,1,0,0,0.0,no
OG0003212,1,0,0,0.0,no
OG0003213,1,0,0,0.0,no
OG0003214,1,0,0,0.0,no
OG0003215,1,0,0,0.0,no
OG0003217,1,0,0,0.0,no
OG0003218,1,0,0,0.0,no
OG0003219,1,0,0,0.0,no
OG0003221,1,0,0,0.0,no
OG0003222,1,0,0,0.0,no
OG0003223,1,0,0,0.0,no
OG0003224,1,0,0,0.0,no
OG0003225,1,0,0,0.0,no
OG0003226,1,0,0,0.0,no
OG0003227,1,0,0,0.0,no
OG0003230,1,0,0,0.0,no
OG0003232,1,0,0,0.0,no
OG0003233,1,0,0,0.0,no
OG0003234,1,0,0,0.0,no
OG0003235,1,0,0,0.0,no
OG0003236,1,0,0,0.0,no
OG0003237,1,0,0,0.0,no
OG0003238,1,0,0,0.0,no
OG0003239,1,0,0,0.0,no
OG0003240,1,0,0,0.0,no
OG0003241,1,0,0,0.0,no
OG0003242,1,0,0,0.0,no
OG0003243,1,0,0,0.0,no
OG0003245,1,0,0,0.0,no
OG0003246,1,0,0,0.0,no
OG0003247,1,0,0,0.0,no
OG0003248,1,0,0,0.0,no
OG0003249,1,0,0,0.0,no
OG0003250,1,0,0,0.0,no
OG0003251,1,0,0,0.0,no
OG0003252,1,0,0,0.0,no
OG0003253,1,0,0,0.0,no
OG0003254,1,0,0,0.0,no
OG0003255,1,0,0,0.0,no
OG0003256,1,0,0,0.0,no
OG0003257,1,0,0,0.0,no
OG0003258,1,0,0,0.0,no
OG0003259,1,0,0,0.0,no
OG0003260,1,0,0,0.0,no
OG0003261,1,0,0,0.0,no
OG0003262,1,0,0,0.0,no
OG0003263,1,0,0,0.0,no
OG0003264,1,0,0,0.0,no
OG0003265,1,0,0,0.0,no
OG0003266,1,0,0,0.0,no
OG0003267,1,0,0,0.0,no
OG0003268,1,0,0,0.0,no
OG0003269,1,0,0,0.0,no
OG0003270,1,0,0,0.0,no
OG0003271,1,0,0,0.0,no
OG0003272,1,0,0,0.0,no
OG0003273,1,0,0,0.0,no
OG0003274,1,0,0,0.0,no
OG0003275,1,0,0,0.0,no
OG0003276,1,0,0,0.0,no
OG0003277,1,0,0,0.0,no
OG0003278,1,0,0,0.0,no
OG0003279,1,0,0,0.0,no
OG0003280,1,0,0,0.0,no
OG0003281,1,0,0,0.0,no
OG0003282,1,0,0,0.0,no
OG0003284,1,0,0,0.0,no
OG0003285,1,0,0,0.0,no
OG0003286,1,0,0,0.0,no
OG0003287,1,0,0,0.0,no
OG0003288,1,0,0,0.0,no
OG0003289,1,0,0,0.0,no
OG0003290,1,0,0,0.0,no
OG0003292,1,0,0,0.0,no
OG0003293,1,0,0,0.0,no
OG0003294,1,0,0,0.0,no
OG0003295,1,0,0,0.0,no
OG0003296,1,0,0,0.0,no
OG0003297,1,0,0,0.0,no
OG0003298,1,0,0,0.0,no
OG0003299,1,0,0,0.0,no
OG0003300,1,0,0,0.0,no
OG0003301,1,0,0,0.0,no
OG0003302,1,0,0,0.0,no
OG0003304,1,0,0,0.0,no
OG0003305,1,0,0,0.0,no
OG0003306,1,0,0,0.0,no
OG0003307,1,0,0,0.0,no
OG0003308,1,0,0,0.0,no
OG0003309,1,0,0,0.0,no
OG0003310,1,0,0,0.0,no
OG0003324,1,0,0,0.0,no
OG0003325,1,0,0,0.0,no
OG0003326,1,0,0,0.0,no
OG0003327,1,0,0,0.0,no
OG0003328,1,0,0,0.0,no
OG0003329,1,0,0,0.0,no
OG0003330,1,0,0,0.0,no
OG0003331,1,0,0,0.0,no
OG0003332,1,0,0,0.0,no
OG0003333,1,0,0,0.0,no
OG0003334,1,0,0,0.0,no
OG0003335,1,0,0,0.0,no
OG0003336,1,0,0,0.0,no
OG0003337,1,0,0,0.0,no
OG0003338,1,0,0,0.0,no
OG0003340,1,0,0,0.0,no
OG0003341,1,0,0,0.0,no
OG0003342,1,0,0,0.0,no
OG0003343,1,0,0,0.0,no
OG0003344,1,0,0,0.0,no
OG0003345,1,0,0,0.0,no
OG0003346,1,0,0,0.0,no
OG0003347,1,0,0,0.0,no
OG0003348,1,0,0,0.0,no
OG0003349,1,0,0,0.0,no
OG0003350,1,0,0,0.0,no
OG0003351,1,0,0,0.0,no
OG0003352,1,0,0,0.0,no
OG0003353,1,0,0,0.0,no
OG0003354,1,0,0,0.0,no
OG0003355,1,0,0,0.0,no
OG0003356,1,0,0,0.0,no
OG0003357,1,0,0,0.0,no
OG0003358,1,0,0,0.0,no
OG0003359,1,0,0,0.0,no
OG0003360,1,0,0,0.0,no
OG0003361,1,0,0,0.0,no
OG0003362,1,0,0,0.0,no
OG0003363,1,0,0,0.0,no
OG0003364,1,0,0,0.0,no
OG0003365,1,0,0,0.0,no
OG0003366,1,0,0,0.0,no
OG0003367,1,0,0,0.0,no
OG0003368,1,0,0,0.0,no
OG0003369,1,0,0,0.0,no
OG0003370,1,0,0,0.0,no
OG0003371,1,0,0,0.0,no
OG0003373,1,0,0,0.0,no
OG0003374,1,0,0,0.0,no
OG0003375,1,0,0,0.0,no
OG0003376,1,0,0,0.0,no
OG0003377,1,0,0,0.0,no
OG0003378,1,0,0,0.0,no
OG0003379,1,0,0,0.0,no
OG0003380,1,0,0,0.0,no
OG0003381,1,0,0,0.0,no
OG0003382,1,0,0,0.0,no
OG0003383,1,0,0,0.0,no
OG0003384,1,0,0,0.0,no
OG0003385,1,0,0,0.0,no
OG0003386,1,0,0,0.0,no
OG0003387,1,0,0,0.0,no
OG0003388,1,0,0,0.0,no
OG0003389,1,0,0,0.0,no
OG0003390,1,0,0,0.0,no
OG0003391,1,0,0,0.0,no
OG0003392,1,0,0,0.0,no
OG0003393,1,0,0,0.0,no
OG0003394,1,0,0,0.0,no
OG0003395,1,0,0,0.0,no
OG0003397,1,0,0,0.0,no
OG0003398,1,0,0,0.0,no
OG0003399,1,0,0,0.0,no
OG0003400,1,0,0,0.0,no
OG0003401,1,0,0,0.0,no
OG0003402,1,0,0,0.0,no
OG0003403,1,0,0,0.0,no
OG0003404,1,0,0,0.0,no
OG0003406,1,0,0,0.0,no
OG0003407,1,0,0,0.0,no
OG0003409,1,0,0,0.0,no
OG0003410,1,0,0,0.0,no
OG0003411,1,0,0,0.0,no
OG0003412,1,0,0,0.0,no
OG0003413,1,0,0,0.0,no
OG0003414,1,0,0,0.0,no
OG0003415,1,0,0,0.0,no
OG0003416,1,0,0,0.0,no
OG0003417,1,0,0,0.0,no
OG0003418,1,0,0,0.0,no
OG0003419,1,0,0,0.0,no
OG0003420,1,0,0,0.0,no
OG0003421,1,0,0,0.0,no
OG0003422,1,0,0,0.0,no
OG0003423,1,0,0,0.0,no
OG0003424,1,0,0,0.0,no
OG0003425,1,0,0,0.0,no
OG0003426,1,0,0,0.0,no
OG0003428,1,0,0,0.0,no
OG0003429,1,0,0,0.0,no
OG0003430,1,0,0,0.0,no
OG0003431,1,0,0,0.0,no
OG0003432,1,0,0,0.0,no
OG0003434,1,0,0,0.0,no
OG0003435,1,0,0,0.0,no
OG0003436,1,0,0,0.0,no
OG0003438,1,0,0,0.0,no
OG0003439,1,0,0,0.0,no
OG0003440,1,0,0,0.0,no
OG0003441,1,0,0,0.0,no
OG0003442,1,0,0,0.0,no
OG0003443,1,0,0,0.0,no
OG0003444,1,0,0,0.0,no
OG0003445,1,0,0,0.0,no
OG0003446,1,0,0,0.0,no
OG0003447,1,0,0,0.0,no
OG0003448,1,0,0,0.0,no
OG0003449,1,0,0,0.0,no
OG0003450,1,0,0,0.0,no
OG0003451,1,0,0,0.0,no
OG0003452,1,0,0,0.0,no
OG0003453,1,0,0,0.0,no
OG0003454,1,0,0,0.0,no
OG0003455,1,0,0,0.0,no
OG0003456,1,0,0,0.0,no
OG0003457,1,0,0,0.0,no
OG0003458,1,0,0,0.0,no
OG0003459,1,0,0,0.0,no
OG0003460,1,0,0,0.0,no
OG0003461,1,0,0,0.0,no
OG0003462,1,0,0,0.0,no
OG0003463,1,0,0,0.0,no
OG0003464,1,0,0,0.0,no
OG0003465,1,0,0,0.0,no
OG0003466,1,0,0,0.0,no
OG0003467,1,0,0,0.0,no
OG0003468,1,0,0,0.0,no
OG0003469,1,0,0,0.0,no
OG0003470,1,0,0,0.0,no
OG0003472,1,0,0,0.0,no
OG0003473,1,0,0,0.0,no
OG0003474,1,0,0,0.0,no
OG0003475,1,0,0,0.0,no
OG0003476,1,0,0,0.0,no
OG0003477,1,0,0,0.0,no
OG0003478,1,0,0,0.0,no
OG0003479,1,0,0,0.0,no
OG0003480,1,0,0,0.0,no
OG0003481,1,0,0,0.0,no
OG0003482,1,0,0,0.0,no
OG0003483,1,0,0,0.0,no
OG0003485,1,0,0,0.0,no
OG0003486,1,0,0,0.0,no
OG0003487,1,0,0,0.0,no
OG0003489,1,0,0,0.0,no
OG0003491,1,0,0,0.0,no
OG0003492,1,0,0,0.0,no
OG0003493,1,0,0,0.0,no
OG0003494,1,0,0,0.0,no
OG0003495,1,0,0,0.0,no
OG0003496,1,0,0,0.0,no
OG0003497,1,0,0,0.0,no
OG0003498,1,0,0,0.0,no
OG0003499,1,0,0,0.0,no
OG0003500,1,0,0,0.0,no
OG0003501,1,0,0,0.0,no
OG0003502,1,0,0,0.0,no
OG0003503,1,0,0,0.0,no
OG0003504,1,0,0,0.0,no
OG0003505,1,0,0,0.0,no
OG0003507,1,0,0,0.0,no
OG0003508,1,0,0,0.0,no
OG0003509,1,0,0,0.0,no
OG0003510,1,0,0,0.0,no
OG0003512,1,0,0,0.0,no
OG0003513,1,0,0,0.0,no
OG0003514,1,0,0,0.0,no
OG0003516,1,0,0,0.0,no
OG0003517,1,0,0,0.0,no
OG0003518,1,0,0,0.0,no
OG0003519,1,0,0,0.0,no
OG0003520,1,0,0,0.0,no
OG0003521,1,0,0,0.0,no
OG0003522,1,0,0,0.0,no
OG0003523,1,0,0,0.0,no
OG0003524,1,0,0,0.0,no
OG0003525,1,0,0,0.0,no
OG0003526,1,0,0,0.0,no
OG0003527,1,0,0,0.0,no
OG0003528,1,0,0,0.0,no
OG0003529,1,0,0,0.0,no
OG0003530,1,0,0,0.0,no
OG0003531,1,0,0,0.0,no
OG0003532,1,0,0,0.0,no
OG0003533,1,0,0,0.0,no
OG0003535,1,0,0,0.0,no
OG0003536,1,0,0,0.0,no
OG0003537,1,0,0,0.0,no
OG0003538,1,0,0,0.0,no
OG0003539,1,0,0,0.0,no
OG0003540,1,0,0,0.0,no
OG0003550,1,0,0,0.0,no
OG0003551,1,0,0,0.0,no
OG0003552,1,0,0,0.0,no
OG0003553,1,0,0,0.0,no
OG0003554,1,0,0,0.0,no
OG0003555,1,0,0,0.0,no
OG0003557,1,0,0,0.0,no
OG0003558,1,0,0,0.0,no
OG0003560,1,0,0,0.0,no
OG0003561,1,0,0,0.0,no
OG0003562,1,0,0,0.0,no
OG0003563,1,0,0,0.0,no
OG0003564,1,0,0,0.0,no
OG0003565,1,0,0,0.0,no
OG0003566,1,0,0,0.0,no
OG0003567,1,0,0,0.0,no
OG0003568,1,0,0,0.0,no
OG0003570,1,0,0,0.0,no
OG0003571,1,0,0,0.0,no
OG0003572,1,0,0,0.0,no
OG0003573,1,0,0,0.0,no
OG0003574,1,0,0,0.0,no
OG0003575,1,0,0,0.0,no
OG0003576,1,0,0,0.0,no
OG0003577,1,0,0,0.0,no
OG0003578,1,0,0,0.0,no
OG0003579,1,0,0,0.0,no
OG0003580,1,0,0,0.0,no
OG0003581,1,0,0,0.0,no
OG0003582,1,0,0,0.0,no
OG0003583,1,0,0,0.0,no
OG0003584,1,0,0,0.0,no
OG0003585,1,0,0,0.0,no
OG0003586,1,0,0,0.0,no
OG0003587,1,0,0,0.0,no
OG0003588,1,0,0,0.0,no
OG0003589,1,0,0,0.0,no
OG0003590,1,0,0,0.0,no
OG0003591,1,0,0,0.0,no
OG0003592,1,0,0,0.0,no
OG0003593,1,0,0,0.0,no
OG0003594,1,0,0,0.0,no
OG0003595,1,0,0,0.0,no
OG0003596,1,0,0,0.0,no
OG0003597,1,0,0,0.0,no
OG0003598,1,0,0,0.0,no
OG0003599,1,0,0,0.0,no
OG0003600,1,0,0,0.0,no
OG0003601,1,0,0,0.0,no
OG0003602,1,0,0,0.0,no
OG0003603,1,0,0,0.0,no
OG0003604,1,0,0,0.0,no
OG0003605,1,0,0,0.0,no
OG0003606,1,0,0,0.0,no
OG0003607,1,0,0,0.0,no
OG0003608,1,0,0,0.0,no
OG0003609,1,0,0,0.0,no
OG0003610,1,0,0,0.0,no
OG0003612,1,0,0,0.0,no
OG0003613,1,0,0,0.0,no
OG0003614,1,0,0,0.0,no
OG0003615,1,0,0,0.0,no
OG0003616,1,0,0,0.0,no
OG0003617,1,0,0,0.0,no
OG0003618,1,0,0,0.0,no
OG0003619,1,0,0,0.0,no
OG0003620,1,0,0,0.0,no
OG0003621,1,0,0,0.0,no
OG0003622,1,0,0,0.0,no
OG0003623,1,0,0,0.0,no
OG0003624,1,0,0,0.0,no
OG0003625,1,0,0,0.0,no
OG0003626,1,0,0,0.0,no
OG0003627,1,0,0,0.0,no
OG0003629,1,0,0,0.0,no
OG0003630,1,0,0,0.0,no
OG0003631,1,0,0,0.0,no
OG0003632,1,0,0,0.0,no
OG0003633,1,0,0,0.0,no
OG0003634,1,0,0,0.0,no
OG0003635,1,0,0,0.0,no
OG0003636,1,0,0,0.0,no
OG0003637,1,0,0,0.0,no
OG0003638,1,0,0,0.0,no
OG0003639,1,0,0,0.0,no
OG0003640,1,0,0,0.0,no
OG0003642,1,0,0,0.0,no
OG0003643,1,0,0,0.0,no
OG0003644,1,0,0,0.0,no
OG0003645,1,0,0,0.0,no
OG0003646,1,0,0,0.0,no
OG0003647,1,0,0,0.0,no
OG0003648,1,0,0,0.0,no
OG0003649,1,0,0,0.0,no
OG0003650,1,0,0,0.0,no
OG0003651,1,0,0,0.0,no
OG0003653,1,0,0,0.0,no
OG0003654,1,0,0,0.0,no
OG0003655,1,0,0,0.0,no
OG0003656,1,0,0,0.0,no
OG0003657,1,0,0,0.0,no
OG0003658,1,0,0,0.0,no
OG0003659,1,0,0,0.0,no
OG0003660,1,0,0,0.0,no
OG0003661,1,0,0,0.0,no
OG0003662,1,0,0,0.0,no
OG0003663,1,0,0,0.0,no
OG0003664,1,0,0,0.0,no
OG0003665,1,0,0,0.0,no
OG0003666,1,0,0,0.0,no
OG0003667,1,0,0,0.0,no
OG0003668,1,0,0,0.0,no
OG0003669,1,0,0,0.0,no
OG0003671,1,0,0,0.0,no
OG0003672,1,0,0,0.0,no
OG0003673,1,0,0,0.0,no
OG0003674,1,0,0,0.0,no
OG0003675,1,0,0,0.0,no
OG0003676,1,0,0,0.0,no
OG0003677,1,0,0,0.0,no
OG0003678,1,0,0,0.0,no
OG0003679,1,0,0,0.0,no
OG0003680,1,0,0,0.0,no
OG0003681,1,0,0,0.0,no
OG0003682,1,0,0,0.0,no
OG0003683,1,0,0,0.0,no
OG0003684,1,0,0,0.0,no
OG0003685,1,0,0,0.0,no
OG0003686,1,0,0,0.0,no
OG0003687,1,0,0,0.0,no
OG0003688,1,0,0,0.0,no
OG0003689,1,0,0,0.0,no
OG0003691,1,0,0,0.0,no
OG0003692,1,0,0,0.0,no
OG0003693,1,0,0,0.0,no
OG0003694,1,0,0,0.0,no
OG0003695,1,0,0,0.0,no
OG0003696,1,0,0,0.0,no
OG0003697,1,0,0,0.0,no
OG0003698,1,0,0,0.0,no
OG0003699,1,0,0,0.0,no
OG0003700,1,0,0,0.0,no
OG0003701,1,0,0,0.0,no
OG0003702,1,0,0,0.0,no
OG0003703,1,0,0,0.0,no
OG0003704,1,0,0,0.0,no
OG0003705,1,0,0,0.0,no
OG0003706,1,0,0,0.0,no
OG0003707,1,0,0,0.0,no
OG0003708,1,0,0,0.0,no
OG0003709,1,0,0,0.0,no
OG0003710,1,0,0,0.0,no
OG0003711,1,0,0,0.0,no
OG0003712,1,0,0,0.0,no
OG0003713,1,0,0,0.0,no
OG0003714,1,0,0,0.0,no
OG0003715,1,0,0,0.0,no
OG0003716,1,0,0,0.0,no
OG0003717,1,0,0,0.0,no
OG0003718,1,0,0,0.0,no
OG0003719,1,0,0,0.0,no
OG0003720,1,0,0,0.0,no
OG0003721,1,0,0,0.0,no
OG0003722,1,0,0,0.0,no
OG0003723,1,0,0,0.0,no
OG0003724,1,0,0,0.0,no
OG0003725,1,0,0,0.0,no
OG0003726,1,0,0,0.0,no
OG0003727,1,0,0,0.0,no
OG0003728,1,0,0,0.0,no
OG0003729,1,0,0,0.0,no
OG0003730,1,0,0,0.0,no
OG0003731,1,0,0,0.0,no
OG0003732,1,0,0,0.0,no
OG0003733,1,0,0,0.0,no
OG0003734,1,0,0,0.0,no
OG0003735,1,0,0,0.0,no
OG0003736,1,0,0,0.0,no
OG0003737,1,0,0,0.0,no
OG0003738,1,0,0,0.0,no
OG0003739,1,0,0,0.0,no
OG0003741,1,0,0,0.0,no
OG0003742,1,0,0,0.0,no
OG0003743,1,0,0,0.0,no
OG0003744,1,0,0,0.0,no
OG0003745,1,0,0,0.0,no
OG0003746,1,0,0,0.0,no
OG0003747,1,0,0,0.0,no
OG0003748,1,0,0,0.0,no
OG0003749,1,0,0,0.0,no
OG0003750,1,0,0,0.0,no
OG0003752,1,0,0,0.0,no
OG0003753,1,0,0,0.0,no
OG0003754,1,0,0,0.0,no
OG0003756,1,0,0,0.0,no
OG0003757,1,0,0,0.0,no
OG0003758,1,0,0,0.0,no
OG0003759,1,0,0,0.0,no
OG0003760,1,0,0,0.0,no
OG0003762,1,0,0,0.0,no
OG0003763,1,0,0,0.0,no
OG0003764,1,0,0,0.0,no
OG0003765,1,0,0,0.0,no
OG0003766,1,0,0,0.0,no
OG0003768,1,0,0,0.0,no
OG0003769,1,0,0,0.0,no
OG0003770,1,0,0,0.0,no
OG0003771,1,0,0,0.0,no
OG0003773,1,0,0,0.0,no
OG0003774,1,0,0,0.0,no
OG0003775,1,0,0,0.0,no
OG0003776,1,0,0,0.0,no
OG0003780,1,0,0,0.0,no
OG0003791,1,0,0,0.0,no
OG0003792,1,0,0,0.0,no
OG0003793,1,0,0,0.0,no
OG0003794,1,0,0,0.0,no
OG0003795,1,0,0,0.0,no
OG0003796,1,0,0,0.0,no
OG0003797,1,0,0,0.0,no
OG0003798,1,0,0,0.0,no
OG0003799,1,0,0,0.0,no
OG0003800,1,0,0,0.0,no
OG0003801,1,0,0,0.0,no
OG0003802,1,0,0,0.0,no
OG0003803,1,0,0,0.0,no
OG0003804,1,0,0,0.0,no
OG0003805,1,0,0,0.0,no
OG0003806,1,0,0,0.0,no
OG0003807,1,0,0,0.0,no
OG0003808,1,0,0,0.0,no
OG0003809,1,0,0,0.0,no
OG0003810,1,0,0,0.0,no
OG0003811,1,0,0,0.0,no
OG0003812,1,0,0,0.0,no
OG0003813,1,0,0,0.0,no
OG0003815,1,0,0,0.0,no
OG0003816,1,0,0,0.0,no
OG0003817,1,0,0,0.0,no
OG0003818,1,0,0,0.0,no
OG0003820,1,0,0,0.0,no
OG0003821,1,0,0,0.0,no
OG0003822,1,0,0,0.0,no
OG0003823,1,0,0,0.0,no
OG0003824,1,0,0,0.0,no
OG0003825,1,0,0,0.0,no
OG0003826,1,0,0,0.0,no
OG0003827,1,0,0,0.0,no
OG0003828,1,0,0,0.0,no
OG0003829,1,0,0,0.0,no
OG0003830,1,0,0,0.0,no
OG0003831,1,0,0,0.0,no
OG0003832,1,0,0,0.0,no
OG0003834,1,0,0,0.0,no
OG0003835,1,0,0,0.0,no
OG0003836,1,0,0,0.0,no
OG0003837,1,0,0,0.0,no
OG0003838,1,0,0,0.0,no
OG0003839,1,0,0,0.0,no
OG0003840,1,0,0,0.0,no
OG0003842,1,0,0,0.0,no
OG0003843,1,0,0,0.0,no
